mountain_id,name,elev,prom,lat,lon,coord,is_volc,province,region,region_name,isl_grp,marker_size,source,data_quality_notes
387_15.9003_120.9738,Mount 387,777.0,,15.900298,120.9737706,"15.900298, 120.9737706",,Nueva Ecija,Region III,Region III (Central Luzon),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
abao_16.8323_120.9149,Mount Abao,2527.0,1095.0,16.8323069,120.9148864,"16.8323069, 120.9148864",,Ifugao,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
abel's peak_12.4311_122.5738,Abel's Peak,1464.0,100.0,12.4311298,122.5737552,"12.4311298, 122.5737552",,Romblon,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
abnataclayong_5.675_125.3669,Mount Abnataclayong,370.0,,5.675,125.366944,"5.675, 125.366944",,Sarangani,Region XII,Region XII (SOCCSKSARGEN),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aboabo_9.1475_118.06,Mount Aboabo,395.0,,9.1475284,118.060024,"9.1475284, 118.060024",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
abong-abong peak_6.5017_121.985,Abong-abong Peak,885.0,,6.5016836,121.9849993,"6.5016836, 121.9849993",,Basilan,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
abongabong_13.3955_120.7504,Mount Abongabong,792.0,,13.3954548,120.7503755,"13.3954548, 120.7503755",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aborlan_9.5106_118.4672,Mount Aborlan,745.0,408.0,9.510556,118.467222,"9.510556, 118.467222",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
abra de ilog_13.4545_120.6736,Mount Abra de Ilog,1018.0,537.0,13.4545261,120.673642,"13.4545261, 120.673642",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
abriringan_18.299_122.2704,Mount Abriringan,659.0,,18.2989998,122.2703722,"18.2989998, 122.2703722",,Cagayan,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
abunabun_7.4681_124.1794,Mount Abunabun,606.0,312.0,7.468056,124.179444,"7.468056, 124.179444",,Lanao del Sur,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
abuno peak_6.9177_125.4068,Abuno Peak,1292.0,,6.9177346,125.4067536,"6.9177346, 125.4067536",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
abuyog_10.3833_125.1,Mount Abuyog,414.0,,10.383333,125.1,"10.383333, 125.1",,Southern Leyte,Region VIII,Region VIII  (Eastern Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
acararao_11.1545_122.6781,Mount Acararao,287.0,,11.154491,122.6781006,"11.154491, 122.6781006",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
acotay_11.5839_122.1317,Mount Acotay,988.0,,11.583889,122.131667,"11.583889, 122.131667",,Antique,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
acsubing_10.4513_123.9145,Mount Acsubing,520.0,,10.4512706,123.9144602,"10.4512706, 123.9144602",,Cebu,Region VII,Region VII  (Central Visayas),Visayas,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
addison peak_8.8022_117.7531,Addison Peak,968.0,,8.802222,117.753056,"8.802222, 117.753056",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
adga_12.2409_124.6421,Mount Adga,321.0,,12.2409243,124.6421317,"12.2409243, 124.6421317",,Samar,Region VIII,Region VIII  (Eastern Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
adiayan_11.7781_121.9498,Mount Adiayan,328.0,,11.7781356,121.9498367,"11.7781356, 121.9498367",,Antique,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agad-agad_8.2089_124.277,Mount Agad-Agad,480.0,148.0,8.2088649,124.2770101,"8.2088649, 124.2770101",,Lanao del Norte,Region X,Region X  (Northern Mindanao),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
agamomata_18.1548_120.9678,Mount Agamomata,1649.0,,18.1547627,120.9678056,"18.1547627, 120.9678056",,Ilocos Norte,Region I,Region I  (Ilocos Region),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=kept_best_consolidated
aganmala_18.2593_120.9007,Mount Aganmala,1760.0,,18.2593091,120.900735,"18.2593091, 120.900735",,Ilocos Norte,Region I,Region I  (Ilocos Region),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agao_6.0167_121.0167,Mount Agao,261.0,,6.016667,121.0166669,"6.016667, 121.0166669",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agapang_17.5206_120.942,Mount Agapang,503.0,,17.5206,120.942,"17.5206, 120.942",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agapang_17.5167_120.7167,Mount Agapang,1504.0,,17.516667,120.716667,"17.516667, 120.716667",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agat_16.4591_120.7898,Mount Agat,1197.0,,16.4590681,120.7898183,"16.4590681, 120.7898183",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agbalago_11.7167_122.2609,Mount Agbalago,50.0,,11.7166628,122.2609065,"11.7166628, 122.2609065",,Aklan,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agbalanti_11.1237_122.2474,Mount Agbalanti,1583.0,,11.1237073,122.2474372,"11.1237073, 122.2474372",,Antique,Region VI,Region VI  (Western Visayas),Visayas,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agdulasan_11.0999_122.3667,Mount Agdulasan,819.0,315.0,11.09989,122.3666622,"11.09989, 122.3666622",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
agkalasag peak_11.0638_122.4238,Agkalasag Peak,356.0,,11.0637574,122.4238372,"11.0637574, 122.4238372",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agnato_11.3403_122.5747,Mount Agnato,384.0,,11.340278,122.574722,"11.340278, 122.574722",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agnuwan_18.1167_121.1833,Mount Agnuwan,1077.0,,18.116667,121.183333,"18.116667, 121.183333",,Apayao,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agpalali_11.3681_122.4167,Mount Agpalali,417.0,,11.368056,122.416667,"11.368056, 122.416667",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agsam_6.1258_125.6517,Mount Agsam,674.0,,6.125833,125.651667,"6.125833, 125.651667",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agsil_15.8948_121.1113,Mount Agsil,335.0,,15.8947625,121.1112601,"15.8947625, 121.1112601",,Nueva Ecija,Region III,Region III (Central Luzon),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agsing_12.4764_121.2422,Mount Agsing,655.0,,12.4764452,121.2421779,"12.4764452, 121.2421779",,Oriental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agsubay_11.2617_122.8525,Mount Agsubay,316.0,385.0,11.261667,122.8525,"11.261667, 122.8525",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
agta_11.102_122.3682,Mount Agta,790.0,,11.1020467,122.3682205,"11.1020467, 122.3682205",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agtalin hill_11.4618_122.9651,Agtalin Hill,89.0,,11.4617939,122.9650526,"11.4617939, 122.9650526",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agtuuganon_7.7978_126.2035,Mount Agtuuganon,1660.0,1195.0,7.7977663,126.2034652,"7.7977663, 126.2034652",,Davao de Oro,Region XI,Region XI (Davao Region),Mindanao,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
aguaflora_13.4474_121.9209,Mount AguaFlora,141.0,,13.4474012,121.9208826,"13.4474012, 121.9208826",,Marinduque,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aguaviva_13.3734_121.9704,Mount AguaViva,467.0,,13.3733999,121.970385,"13.3733999, 121.970385",,Marinduque,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agudo_14.8917_120.1098,Mount Agudo,990.0,738.0,14.8916557,120.109819,"14.8916557, 120.109819",,Zambales,Region III,Region III (Central Luzon),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
agudo_9.6_125.45,Mount Agudo,783.0,738.0,9.6,125.45,"9.6, 125.45",,Surigao del Norte,Region XIII,Region XIII (Caraga),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
agudo_11.386_123.0036,Mount Agudo,783.0,738.0,11.3859833,123.00357,"11.3859833, 123.00357",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
agumid_11.1261_122.8308,Mount Agumid,535.0,,11.126111,122.830833,"11.126111, 122.830833",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agupalon ridge_8.2755_125.052,Mount Agupalon Ridge,720.0,,8.2755066,125.0520154,"8.2755066, 125.0520154",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agusan_7.3546_125.3244,Mount Agusan,540.0,,7.3546104,125.3244246,"7.3546104, 125.3244246",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agustin_13.5667_122.9833,Mount Agustin,334.0,,13.566667,122.983333,"13.566667, 122.983333",,Camarines Sur,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
agyaboy_18.3013_122.324,Mount Agyaboy,366.0,,18.3012799,122.3240447,"18.3012799, 122.3240447",,Cagayan,Region II,Region II (Cagayan Valley),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aharung_20.2833_121.85,Mount Aharung,310.0,,20.283333,121.85,"20.283333, 121.85",,Unassigned,Unassigned,Unassigned,Unassigned,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aipes hill_9.8158_124.1731,Aipes Hill,301.0,,9.815833,124.173056,"9.815833, 124.173056",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aja_15.7992_121.1333,Mount Aja,356.0,,15.7991903,121.133297,"15.7991903, 121.133297",,Nueva Ecija,Region III,Region III (Central Luzon),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aki_16.6434_120.8665,Mount Aki,2352.0,,16.643432,120.8665437,"16.643432, 120.8665437",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
akir akir_7.3478_124.5108,Mount Akir Akir,970.0,587.0,7.3478433,124.5107652,"7.3478433, 124.5107652",,Cotabato,Region XII,Region XII (SOCCSKSARGEN),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
alakak hill_12.0602_120.188,Alakak Hill,125.0,,12.0602222,120.1879971,"12.0602222, 120.1879971",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alanib_8.1352_124.9305,Mount Alanib,2690.0,186.0,8.1351692,124.9304652,"8.1351692, 124.9304652",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
alapad_20.3_121.85,Mount Alapad,347.0,,20.3,121.85,"20.3, 121.85",,Batanes,Region II,Region II (Cagayan Valley),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alapasco_11.3959_123.0376,Mount Alapasco,628.0,,11.395944,123.0376466,"11.395944, 123.0376466",,Capiz,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alas_6.8954_124.3652,Mount Alas,570.0,,6.8953644,124.3652245,"6.8953644, 124.3652245",,Unassigned,Unassigned,Unassigned,Unassigned,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alava_16.15_120.5,Mount Alava,,,16.1500077,120.5000071,"16.1500077, 120.5000071",,Pangasinan,Region I,Region I  (Ilocos Region),Luzon,unknown,OpenStreetMap,elev_source=still_missing; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alayao_14.2667_122.4333,Mount Alayao,58.0,,14.266667,122.433333,"14.266667, 122.433333",,Camarines Norte,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alchan_17.2514_120.9681,Mount Alchan,2617.0,1297.0,17.251389,120.968056,"17.251389, 120.968056",,Kalinga,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
alegan_18.296_122.2893,Mount Alegan,626.0,,18.2959685,122.2893492,"18.2959685, 122.2893492",,Cagayan,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alibug_12.25_121.2333,Mount Alibug,301.0,,12.25,121.233333,"12.25, 121.233333",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alihod_8.1517_124.4557,Mount Alihod,647.0,,8.1516727,124.4557077,"8.1516727, 124.4557077",,Lanao del Sur,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alimono_9.9333_124.0333,Mount Alimono,302.0,,9.933333,124.033333,"9.933333, 124.033333",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alimungao_17.4_121.0833,Mount Alimungao,2361.0,334.0,17.4,121.083333,"17.4, 121.083333",,Kalinga,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
alimutos_7.7475_125.3986,Mount Alimutos,767.0,,7.7475,125.398611,"7.7475, 125.398611",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alinup_14.9006_120.1848,Mount Alinup,100.0,,14.9006325,120.1847921,"14.9006325, 120.1847921",,Zambales,Region III,Region III (Central Luzon),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alinyaban_13.4655_120.9204,Mount Alinyaban,912.0,,13.4655206,120.9204194,"13.4655206, 120.9204194",,Oriental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
allia_5.6971_120.8434,Mount Allia,210.0,,5.6971,120.8434,"5.6971, 120.8434",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
almirante gil hill_7.9842_117.0661,Almirante Gil Hill,207.0,,7.9841989,117.0661359,"7.9841989, 117.0661359",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alpaco_10.2333_123.6833,Mount Alpaco,415.0,,10.233333,123.683333,"10.233333, 123.683333",,Cebu,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alpha_6.3922_125.0242,Mount Alpha,1090.0,,6.3922404,125.0241799,"6.3922404, 125.0241799",,South Cotabato,Region XII,Region XII (SOCCSKSARGEN),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
alu_5.6884_120.8762,Mount Alu,95.0,,5.688446,120.876242,"5.688446, 120.876242",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amaloi_8.5333_125.2333,Mount Amaloi,1398.0,,8.533333,125.233333,"8.533333, 125.233333",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amanapao_11.1739_122.6746,Mount Amanapao,278.0,,11.1739266,122.6745769,"11.1739266, 122.6745769",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amangsarahacan_11.2117_125.4059,Mount Amangsarahacan,344.0,,11.2116638,125.4058998,"11.2116638, 125.4058998",,Eastern Samar,Region VIII,Region VIII  (Eastern Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amantara_11.5469_122.1592,Mount Amantara,885.0,,11.546944,122.159167,"11.546944, 122.159167",,Aklan,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amaya_14.7036_121.3186,Mount Amaya,610.0,,14.7036365,121.3186128,"14.7036365, 121.3186128",,Rizal,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ambagyew_16.4056_120.8542,Mount Ambagyew,1717.0,,16.405556,120.854167,"16.405556, 120.854167",,Unassigned,Unassigned,Unassigned,Unassigned,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ambongan_18.4665_121.0269,Mount Ambongan,1137.0,,18.4664564,121.0269209,"18.4664564, 121.0269209",,Apayao,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ambubungan_16.6258_120.8619,Mount Ambubungan,2255.0,,16.6258378,120.8618542,"16.6258378, 120.8618542",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ambulong_12.2234_121.0145,Mount Ambulong,148.0,,12.2233594,121.0145469,"12.2233594, 121.0145469",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ambutig_7.0102_126.379,Mount Ambutig,540.0,,7.0101634,126.37902,"7.0101634, 126.37902",,Davao Oriental,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amicay_9.7667_124.2667,Mount Amicay,478.0,,9.766667,124.266667,"9.766667, 124.266667",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
aminduen_11.1041_124.7427,Mount Aminduen,1200.0,1325.0,11.104079,124.7426887,"11.104079, 124.7426887",,Leyte,Region VIII,Region VIII  (Eastern Visayas),Visayas,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
amo_17.0083_120.8242,Mount Amo,1770.0,,17.008333,120.824167,"17.008333, 120.824167",,Mountain Province,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amorong_15.8378_120.8064,Mount Amorong,376.0,,15.837778,120.806389,"15.837778, 120.806389",,Pangasinan,Region I,Region I  (Ilocos Region),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ampakaw_17.0669_120.8839,Mount Ampakaw,1889.0,,17.0669291,120.8838715,"17.0669291, 120.8838715",,Mountain Province,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
ampalauag_17.0297_121.2931,Mount Ampalauag,1659.0,406.0,17.0296574,121.2930954,"17.0296574, 121.2930954",,Ifugao,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
ampawid_7.8772_125.6739,Mount Ampawid,844.0,567.0,7.877222,125.673889,"7.877222, 125.673889",,Davao del Norte,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
ampayao_17.1812_120.5766,Mount Ampayao,905.0,378.0,17.1812328,120.5765546,"17.1812328, 120.5765546",,Ilocos Sur,Region I,Region I  (Ilocos Region),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
ampoid hill_7.9086_124.6926,Ampoid Hill,1204.0,,7.9085892,124.6925942,"7.9085892, 124.6925942",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amunbay_13.3551_122.5701,Mount Amunbay,342.0,,13.3551232,122.5701226,"13.3551232, 122.5701226",,Quezon,Region IV-A,Region IV-A  (CALABARZON),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
amungan_8.105_124.4574,Mount Amungan,1253.0,394.0,8.1050233,124.4573985,"8.1050233, 124.4573985",,Lanao del Sur,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
