mountain_id,name,elev,prom,lat,lon,coord,is_volc,province,region,region_name,isl_grp,marker_size,source,data_quality_notes
banat-i hill_9.6332_123.8829,Banat-i Hill,,,9.6332137,123.8828904,"9.6332137, 123.8828904",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,unknown,OpenStreetMap,elev_source=still_missing; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banbanon_7.8185_125.8276,Mount Banbanon,370.0,,7.8185138,125.8275723,"7.8185138, 125.8275723",,Davao de Oro,Region XI,Region XI (Davao Region),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bancalon hill_10.5167_119.4167,Bancalon Hill,283.0,,10.516667,119.416667,"10.516667, 119.416667",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banco_12.0932_123.912,Mount Banco,339.0,,12.0932113,123.9120279,"12.0932113, 123.9120279",,Masbate,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bandarin_6.7988_125.3437,Mount Bandarin,330.0,,6.7988245,125.3437227,"6.7988245, 125.3437227",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bandera_6.2194_125.685,Mount Bandera,551.0,,6.219444,125.685,"6.219444, 125.685",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banderahan_12.9272_121.7083,Mount Banderahan,310.0,,12.9272423,121.7083017,"12.9272423, 121.7083017",,Romblon,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bando peak_10.9667_119.3333,Bando Peak,315.0,,10.966667,119.333333,"10.966667, 119.333333",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banga_12.0369_120.1977,Mount Banga,410.0,,12.0369282,120.1976583,"12.0369282, 120.1976583",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bangaan hill_19.2529_121.5021,Bangaan Hill,48.0,,19.2529012,121.5021201,"19.2529012, 121.5021201",,Cagayan,Region II,Region II (Cagayan Valley),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bangan hill_16.5166_121.1352,Bangan Hill,505.0,,16.5165523,121.1352124,"16.5165523, 121.1352124",,Nueva Vizcaya,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bangbang_17.6692_121.2533,Mount Bangbang,1505.0,,17.669167,121.253333,"17.669167, 121.253333",,Kalinga,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bangbang_14.6964_121.3232,Mount Bangbang,550.0,,14.6964465,121.323243,"14.6964465, 121.323243",,Rizal,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bangbanglang_17.3195_120.9241,Mount Bangbanglang,2467.0,428.0,17.3194999,120.9241,"17.3194999, 120.9241",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bangcay_15.7789_120.7339,Mount Bangcay,408.0,322.0,15.778889,120.733889,"15.778889, 120.733889",,Nueva Ecija,Region III,Region III (Central Luzon),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bangkal_6.05_121.0333,Mount Bangkal,160.0,,6.05,121.033333,"6.05, 121.033333",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banisilan hill_7.3333_124.2167,Banisilan Hill,11.0,,7.333333,124.216667,"7.333333, 124.216667",,Unassigned,Unassigned,Unassigned,Unassigned,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banjao_11.8079_122.0629,Mount Banjao,602.0,,11.8079318,122.0629397,"11.8079318, 122.0629397",,Aklan,Region VI,Region VI  (Western Visayas),Visayas,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bankilan_7.5098_125.31,Mount Bankilan,890.0,,7.509769,125.3099513,"7.509769, 125.3099513",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banmika_17.4086_120.567,Mount Banmika,409.0,,17.4086001,120.567,"17.4086001, 120.567",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banong mountain_11.455_119.726,Mount Banong Mountain,178.0,,11.4549559,119.726024,"11.4549559, 119.726024",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banoy_13.6976_121.1653,Mount Banoy,968.0,795.0,13.6975578,121.1652708,"13.6975578, 121.1652708",,Batangas,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bansaan hill_6.0167_121.0189,Bansaan Hill,276.0,,6.016667,121.0188889,"6.016667, 121.0188889",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bantala_6.2339_125.6786,Mount Bantala,545.0,,6.233889,125.678611,"6.233889, 125.678611",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bantang_12.0997_120.2476,Mount Bantang,465.0,195.0,12.0997343,120.2476463,"12.0997343, 120.2476463",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bantay abot_17.4346_120.4546,Mount Bantay Abot,261.0,,17.4346199,120.4545517,"17.4346199, 120.4545517",,Ilocos Sur,Region I,Region I  (Ilocos Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bantay lakay_16.4207_121.4112,Mount Bantay Lakay,1400.0,680.0,16.4207422,121.4112009,"16.4207422, 121.4112009",,Nueva Vizcaya,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
bantay lakay peak 1_16.4225_121.422,Mount Bantay Lakay Peak 1,1324.0,139.0,16.4225338,121.4220317,"16.4225338, 121.4220317",,Nueva Vizcaya,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bantayan hill_12.172_123.2401,Bantayan Hill,146.0,,12.1720355,123.2400765,"12.1720355, 123.2400765",,Unassigned,Unassigned,Unassigned,Unassigned,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bantayan hill_12.8014_122.0442,Bantayan Hill,146.0,,12.801389,122.044167,"12.801389, 122.044167",,Romblon,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bantayao_7.9416_124.1957,Mount Bantayao,1155.0,,7.9416012,124.195694,"7.9416012, 124.195694",,Lanao del Sur,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banti goolong_17.6756_120.5933,Mount Banti Goolong,880.0,,17.6756,120.5933,"17.6756, 120.5933",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
banud_17.3167_120.7667,Mount Banud,629.0,,17.316667,120.766667,"17.316667, 120.766667",,Abra,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
baong_16.8333_121.3,Mount Baong,740.0,,16.833333,121.3,"16.833333, 121.3",,Ifugao,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
barambang_7.795_124.6194,Mount Barambang,1603.0,,7.795,124.619444,"7.795, 124.619444",,Lanao del Sur,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,large,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
barayan_12.0_125.3167,Mount Barayan,66.0,,12.0,125.316667,"12.0, 125.316667",,Eastern Samar,Region VIII,Region VIII  (Eastern Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
baring_10.4083_119.5522,Mount Baring,626.0,,10.408333,119.552222,"10.408333, 119.552222",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bariw_13.1158_123.7271,Mount Bariw,266.0,,13.1158331,123.7270955,"13.1158331, 123.7270955",,Albay,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
barren hill_11.0333_119.3333,Barren Hill,117.0,,11.033333,119.333333,"11.033333, 119.333333",,Unassigned,Unassigned,Unassigned,Unassigned,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
barungis hill_5.8789_125.265,Barungis Hill,337.0,,5.878889,125.265,"5.878889, 125.265",,Sarangani,Region XII,Region XII (SOCCSKSARGEN),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
basiao hill_10.056_124.5467,Basiao Hill,130.0,,10.0560406,124.5466666,"10.0560406, 124.5466666",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
basiawan_6.5106_125.5453,Mount Basiawan,330.0,,6.5105956,125.5452677,"6.5105956, 125.5452677",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
basilan peak_6.5486_122.0728,Basilan Peak,999.0,998.0,6.5486175,122.0727762,"6.5486175, 122.0727762",,Basilan,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
basilio_14.8522_120.1636,Mount Basilio,280.0,,14.8522046,120.1635997,"14.8522046, 120.1635997",,Zambales,Region III,Region III (Central Luzon),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bataan_14.5104_120.4759,Mount Bataan,1360.0,115.0,14.5104451,120.4758972,"14.5104451, 120.4758972",,Bataan,Region III,Region III (Central Luzon),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bataan peak_14.6908_120.3647,Bataan Peak,1058.0,,14.690833,120.364722,"14.690833, 120.364722",,Bataan,Region III,Region III (Central Luzon),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batangbang_16.4939_120.7609,Mount Batangbang,1097.0,,16.4939217,120.7608693,"16.4939217, 120.7608693",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batay_14.7782_121.295,Mount Batay,1385.0,485.0,14.7782291,121.295006,"14.7782291, 121.295006",,Rizal,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bato_10.7848_124.8689,Mount Bato,970.0,,10.7847896,124.8688942,"10.7847896, 124.8688942",,Leyte,Region VIII,Region VIII  (Eastern Visayas),Visayas,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bato_7.7733_125.3864,Mount Bato,1071.0,,7.773333,125.386389,"7.773333, 125.386389",,Bukidnon,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bato buring_12.6394_121.1238,Mount Bato Buring,365.0,,12.6393705,121.1237937,"12.6393705, 121.1237937",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batolusong_14.6393_121.3151,Mount Batolusong,645.0,,14.6392753,121.3151065,"14.6392753, 121.3151065",,Rizal,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batong baket_16.4512_121.3758,Mount Batong Baket,1166.0,,16.4512486,121.3758187,"16.4512486, 121.3758187",,Nueva Vizcaya,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batuan hill_12.318_123.4311,Batuan Hill,305.0,,12.318049,123.4310847,"12.318049, 123.4310847",,Masbate,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batuanan_9.8694_124.4169,Mount Batuanan,379.0,,9.869444,124.416944,"9.869444, 124.416944",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
batulao_14.0399_120.8024,Mount Batulao,811.0,660.0,14.0399434,120.8023782,"14.0399434, 120.8023782",,Batangas,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
batulawan hill_7.0769_124.6692,Batulawan Hill,42.0,,7.076944,124.669167,"7.076944, 124.669167",,Cotabato,Region XII,Region XII (SOCCSKSARGEN),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
baua_18.231_122.172,Mount Baua,1031.0,,18.2309737,122.1719519,"18.2309737, 122.1719519",,Cagayan,Region II,Region II (Cagayan Valley),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
baubo hill_5.9627_121.4012,Baubo Hill,257.0,,5.9627,121.4012,"5.9627, 121.4012",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bauk_7.6622_123.1348,Mount Bauk,96.0,,7.6622,123.1348,"7.6622, 123.1348",,Zamboanga del Sur,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bauk_7.6705_123.1402,Mount Bauk,201.0,,7.6705,123.1402,"7.6705, 123.1402",,Zamboanga del Sur,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bawi hill_5.8708_125.2406,Bawi Hill,334.0,,5.870833,125.240556,"5.870833, 125.240556",,Sarangani,Region XII,Region XII (SOCCSKSARGEN),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bawis_5.9848_121.2689,Mount Bawis,296.0,,5.9848,121.2689,"5.9848, 121.2689",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bay peak_10.6839_119.3653,Bay Peak,604.0,465.0,10.683889,119.365278,"10.683889, 119.365278",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bay peak_10.9167_119.3667,Bay Peak,444.0,465.0,10.916667,119.366667,"10.916667, 119.366667",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bay peak_10.3833_119.5167,Bay Peak,444.0,465.0,10.383333,119.516667,"10.383333, 119.516667",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bayabas_14.0296_122.7284,Mount Bayabas,1020.0,,14.0296084,122.7283515,"14.0296084, 122.7283515",,Quezon,Region IV-A,Region IV-A  (CALABARZON),Luzon,medium,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayaguitos_14.1568_121.396,Mount Bayaguitos,316.0,,14.1568141,121.3959889,"14.1568141, 121.3959889",,Laguna,Region IV-A,Region IV-A  (CALABARZON),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayambang_15.8969_119.9183,Mount Bayambang,178.0,,15.896944,119.918333,"15.896944, 119.918333",,Pangasinan,Region I,Region I  (Ilocos Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayang_11.0438_122.9432,Mount Bayang,222.0,,11.0437743,122.9432267,"11.0437743, 122.9432267",,Unassigned,Unassigned,Unassigned,Unassigned,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayawa_5.8115_125.5528,Mount Bayawa,569.0,,5.8114967,125.5528383,"5.8114967, 125.5528383",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
baybay_5.9961_121.3925,Mount Baybay,89.0,,5.996111,121.3925,"5.996111, 121.3925",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayo_13.9333_123.3667,Mount Bayo,82.0,,13.933333,123.366667,"13.933333, 123.366667",,Camarines Sur,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayoyo_16.5932_120.7605,Mount Bayoyo,2143.0,106.0,16.5931843,120.7604643,"16.5931843, 120.7604643",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,large,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
baytangan_14.6698_121.2126,Mount Baytangan,440.0,251.0,14.6698422,121.21256,"14.6698422, 121.21256",,Rizal,Region IV-A,Region IV-A  (CALABARZON),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bayug_5.9689_121.0842,Mount Bayug,164.0,,5.968889,121.084167,"5.968889, 121.084167",,Sulu,Region IX,Region IX  (Zamboanga Peninsula),Mindanao,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bayuso_11.1304_122.7282,Mount Bayuso,405.0,,11.1304402,122.728224,"11.1304402, 122.728224",,Iloilo,Region VI,Region VI  (Western Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
beabe_7.8106_123.9621,Mount Beabe,1260.0,,7.8105858,123.9621481,"7.8105858, 123.9621481",,Lanao del Norte,Region X,Region X  (Northern Mindanao),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bear peak_15.2347_120.0997,Bear Peak,723.0,,15.234722,120.099722,"15.234722, 120.099722",,Zambales,Region III,Region III (Central Luzon),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
beaufort_9.8115_118.6362,Mount Beaufort,1080.0,384.0,9.8115233,118.636192,"9.8115233, 118.636192",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
begia_11.9435_123.743,Mount Begia,103.0,,11.9434741,123.7430499,"11.9434741, 123.7430499",,Masbate,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
benagongon_13.7988_120.2977,Mount Benagongon,750.0,750.0,13.7987909,120.2977176,"13.7987909, 120.2977176",,Occidental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bener_18.1464_120.9611,Mount Bener,1317.0,62.0,18.1463832,120.9611347,"18.1463832, 120.9611347",,Ilocos Norte,Region I,Region I  (Ilocos Region),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=kept_best_consolidated
bentoan peak_10.1481_118.8225,Bentoan Peak,523.0,428.0,10.148056,118.8225,"10.148056, 118.8225",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bernacci_13.6098_122.9703,Mount Bernacci,756.0,694.0,13.609824,122.9702751,"13.609824, 122.9702751",,Camarines Sur,Region V,Region V  (Bicol Region),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
beyer_12.9833_121.2833,Mount Beyer,399.0,,12.983333,121.283333,"12.983333, 121.283333",,Oriental Mindoro,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
biao_5.99_125.6539,Mount Biao,702.0,,5.99,125.653889,"5.99, 125.653889",,Davao del Sur,Region XI,Region XI (Davao Region),Mindanao,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
biaring_7.0206_124.2139,Mount Biaring,644.0,,7.020556,124.213889,"7.020556, 124.213889",,Unassigned,Unassigned,Unassigned,Unassigned,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bidawan_16.3497_120.6989,Mount Bidawan,1120.0,,16.3496707,120.6988735,"16.3496707, 120.6988735",,Benguet,CAR,Cordillera Administrative Region  (CAR),Luzon,medium,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bidlayo_13.5833_122.95,Mount Bidlayo,276.0,,13.583333,122.95,"13.583333, 122.95",,Camarines Sur,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
big peak_10.5725_119.6228,Big Peak,389.0,,10.5725,119.622778,"10.5725, 119.622778",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
big peak_10.5833_119.5167,Big Peak,,,10.583333,119.516667,"10.583333, 119.516667",,Palawan,MIMAROPA,MIMAROPA Region,Luzon,unknown,OpenStreetMap,elev_source=still_missing; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
bigain hill_13.8964_121.0761,Bigain Hill,445.0,117.0,13.8964339,121.0761031,"13.8964339, 121.0761031",,Batangas,Region IV-A,Region IV-A  (CALABARZON),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bihag_11.7256_125.3558,Mount Bihag,455.0,113.0,11.725556,125.355833,"11.725556, 125.355833",,Eastern Samar,Region VIII,Region VIII  (Eastern Visayas),Visayas,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bijiang_14.1615_121.1658,Mount Bijiang,323.0,,14.1614784,121.165823,"14.1614784, 121.165823",,Laguna,Region IV-A,Region IV-A  (CALABARZON),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
biking_9.6071_123.8393,Mount Biking,164.0,,9.6071333,123.8393131,"9.6071333, 123.8393131",,Bohol,Region VII,Region VII  (Central Visayas),Visayas,small,OpenStreetMap,elev_source=peakvisor_missing_elev_enrichment; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
biladali_5.2824_120.1124,Mount Biladali,349.0,308.0,5.2824,120.1124,"5.2824, 120.1124",,Tawi-Tawi,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Mindanao,small,OpenStreetMap,elev_source=original_elev; prom_source=existing_row_value; is_volc_source=missing; dedup_action=keep_unique
bilbao_13.2722_124.0108,Mount Bilbao,215.0,,13.272222,124.010833,"13.272222, 124.010833",,Albay,Region V,Region V  (Bicol Region),Luzon,small,OpenStreetMap,elev_source=original_elev; prom_source=missing; is_volc_source=missing; dedup_action=keep_unique
