mountain_id,name,name_original,name_clean,alt_names,elev_final_m,elev_final_source,prom_final_m,prom_final_source,is_volc_final,is_volc_final_source,marker_size,expected_marker_size,marker_size_check,elev,prom,is_volc,coord,lat,lon,coord_source,prov,prov_psgc_code,region,region_name,region_code,isl_grp,prov_gis_original,region_gis_original,admin_note,peakvisor_name,peakvisor_elev_m,peakvisor_prom_m,peakvisor_elev_source_unit,peakvisor_prom_source_unit,peakvisor_elev_difference_m,peakvisor_elev_validation_flag,peakvisor_lat,peakvisor_lon,peakvisor_location_text,peakvisor_about_text,detail_url_peakvisor,url_source,detail_scrape_status,name_quickmap,lat_quickmap,lon_quickmap,elev_quickmap,quickmap_match,quickmap_distance_km,quickmap_validation_note,quickmap_status,quickmap_confidence,repo_name,repo_elev,repo_prom,repo_coord,repo_is_volc,repo_prov,repo_region,repo_isl_grp,repo_alt_names,repo_marker_size,repo_source_file,repo_match_status,repo_elev_difference,repo_elev_validation_flag,prom_enriched,prom_enrichment_source,is_volc_enriched,is_volc_enrichment_source,has_trail_info,trail_sentence,has_volcano_info,volcano_sentence,source,source_file,data_quality_notes,detail_url,osm_id,osm_type,osm_tags,geometry,index_right,dedup_group_id,dedup_action,dedup_original_index,dedup_row_score,peak_key,priority_group,elev_raw,source.1,best_group_elev,elev_filled_from_same_mountain,elev_after_same_mountain_fill,elev_after_external_fill,elev_external_source,elev_external_note,duplicate_donor_score,quickmap_score_attr,peakvisor_score_attr,repo_score_attr,attr_donor_score
censio's peak_7.9214_125.2933,Censio's Peak,Censio's Peak,censio's peak,[],570.0,original_elev,,missing,,missing,medium,medium,correct,570.0,,,"7.9213504, 125.2932881",7.9213504,125.2932881,OpenStreetMap,Bukidnon,1001300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Bukidnon,Northern Mindanao (Region X),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,,12790570066,node,"{'ele': '570', 'name': ""Censio's Peak"", 'natural': 'peak'}",POINT (125.2932881 7.9213504),34.0,,keep_unique,653,140.4,censio's peak | bukidnon | region x,,570,OpenStreetMap,,False,570.0,570.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
central peak_9.6344_118.5711,Central Peak,Central Peak,central peak,[],975.0,original_elev,522.0,existing_row_value,,missing,medium,medium,correct,975.0,,,"9.634444, 118.571111",9.634444,118.571111,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,Central Peak,9.63444,118.57111,994.0,True,0.00045809057687,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,Central Peak,975.0,522.0,9°38′5″N 118°34′14″E,,['Palawan'],['Mimaropa'],Luzon,[],medium,palawan.geojson,matched_repo_geojson,0.0,close_match,522.0,repo_geojson,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332020889,node,"{'ele': '975', 'gns:dsg': 'MT', 'gns:uni': '-3340297', 'is_in:state': 'Palawan', 'name': 'Central Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (118.571111 9.634444),26.0,,keep_unique,654,240.2,central peak | palawan | mimaropa,,975,OpenStreetMap,,False,975.0,975.0,already_filled_or_original,kept existing elevation,0,3,0,3,39
cetaceo_17.7_122.05,Mount Cetaceo,Mount Cetaceo,cetaceo,[],1822.0,peakvisor_missing_elev_enrichment,1303.0,existing_row_value,,missing,large,large,correct,,,,"17.7, 122.05",17.7,122.05,OpenStreetMap,Cagayan,201500000.0,Region II,Region II (Cagayan Valley),200000000.0,Luzon,Cagayan,Cagayan Valley (Region II),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,Mount Cetaceo,1822.0,1303.0,17°42′15″N 122°3′11″E,,['Cagayan'],['Region II'],Luzon,[],large,cagayan.geojson,matched_repo_geojson,,no_original_elevation,1303.0,repo_geojson,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cagayanvalleyregionii.0.01.json,,,332021360,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340331', 'is_in:state': 'Cagayan', 'name': 'Mount Cetaceo', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q31496713'}",POINT (122.05 17.7),19.0,,keep_unique,655,189.2,mount cetaceo | cagayan | region ii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,1,3
changatuan_20.3333_121.85,Mount Changatuan,Mount Changatuan,changatuan,[],270.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"20.333333, 121.85",20.333333,121.85,OpenStreetMap,Batanes,200900000.0,Region II,Region II (Cagayan Valley),200000000.0,Luzon,Batanes,Cagayan Valley (Region II),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cagayanvalleyregionii.0.01.json,,,332021137,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340341', 'name': 'Mount Changatuan', 'name:es': 'Monte Changatuan', 'natural': 'peak', 'wikidata': 'Q30474176'}",POINT (121.85 20.333333),18.0,,keep_unique,656,140.0,mount changatuan | batanes | region ii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
chestledon_12.7833_121.35,Mount Chestledon,Mount Chestledon,chestledon,[],250.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"12.783333, 121.35",12.783333,121.35,OpenStreetMap,Oriental Mindoro,1705200000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Oriental Mindoro,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332021344,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340354', 'is_in:state': 'Mindoro Oriental', 'name': 'Mount Chestledon', 'natural': 'peak', 'source': 'GNS'}",POINT (121.35 12.783333),25.0,,keep_unique,657,140.0,mount chestledon | oriental mindoro | mimaropa,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
chinankan_11.8667_120.0,Mount Chinankan,Mount Chinankan,chinankan,[],405.0,original_elev,405.0,existing_row_value,,missing,small,small,correct,405.0,,,"11.866667, 120.0",11.866667,120.0,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,Mount Chinankan,11.8664,120.0001,405.0,True,0.0316204730244486,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,Mount Chinankan,430.0,405.0,11°51′59″N 120°0′0″E,,['Palawan'],['Mimaropa'],Luzon,[],small,palawan.geojson,matched_repo_geojson,25.0,close_match,405.0,repo_geojson,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332019109,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340376', 'is_in:state': 'Palawan', 'name': 'Mount Chinankan', 'natural': 'peak', 'source': 'GNS'}",POINT (120 11.866667),26.0,,keep_unique,658,240.1,mount chinankan | palawan | mimaropa,,,OpenStreetMap,,False,405.0,405.0,already_filled_or_original,kept existing elevation,0,3,0,3,39
chinayan peak_10.9667_119.2833,Chinayan Peak,Chinayan Peak,chinayan peak,[],323.0,original_elev,,missing,,missing,small,small,correct,323.0,,,"10.966667, 119.283333",10.966667,119.283333,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,Chinayan Peak,10.9711,119.2843,323.0,True,0.5041034378770224,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332019881,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340380', 'is_in:state': 'Palawan', 'name': 'Chinayan Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (119.283333 10.966667),26.0,,keep_unique,659,190.8,chinayan peak | palawan | mimaropa,,,OpenStreetMap,,False,323.0,323.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
chinongab peak_10.9333_119.2667,Chinongab Peak,Chinongab Peak,chinongab peak,[],326.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"10.933333, 119.266667",10.933333,119.266667,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332020154,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340387', 'is_in:state': 'Palawan', 'name': 'Chinongab Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (119.266667 10.933333),26.0,,keep_unique,660,140.0,chinongab peak | palawan | mimaropa,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
chumanchil_17.2439_121.0633,Mount Chumanchil,Mount Chumanchil,chumanchil,[],2043.0,peakvisor_missing_elev_enrichment,,missing,,missing,large,large,correct,,,,"17.243889, 121.063333",17.243889,121.063333,OpenStreetMap,Kalinga,1403200000.0,CAR,Cordillera Administrative Region  (CAR),1400000000.0,Luzon,Kalinga,Cordillera Administrative Region (CAR),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cordilleraadministrativeregioncar.0.01.json,,,332018932,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340396', 'is_in:state': 'Kalinga-Apayao', 'name': 'Mount Chumanchil', 'natural': 'peak', 'source': 'GNS'}",POINT (121.063333 17.243889),11.0,,keep_unique,661,140.0,mount chumanchil | kalinga | car,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
cinco picos_14.7912_120.1624,Mount Cinco Picos,Mount Cinco Picos,cinco picos,[],890.0,original_elev,,missing,,missing,medium,medium,correct,890.0,,,"14.7912091, 120.1623973",14.7912091,120.1623973,OpenStreetMap,Zambales,307100000.0,Region III,Region III (Central Luzon),300000000.0,Luzon,Zambales,Central Luzon (Region III),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralluzonregioniii.0.01.json,,,2722622810,node,"{'ele': '890', 'name': 'Mount Cinco Picos', 'natural': 'peak', 'short_name': 'Cinco Picos', 'wikidata': 'Q30513923'}",POINT (120.1623973 14.7912091),81.0,,keep_unique,662,140.4,mount cinco picos | zambales | region iii,,890,OpenStreetMap,,False,890.0,890.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
cinital_7.5492_122.4164,Mount Cinital,Mount Cinital,cinital,[],221.0,original_elev,,missing,,missing,small,small,correct,221.0,,,"7.549167, 122.416389",7.549167,122.416389,OpenStreetMap,Zamboanga Sibugay,908300000.0,Region IX,Region IX  (Zamboanga Peninsula),900000000.0,Mindanao,Zamboanga Sibugay,Zamboanga Peninsula (Region IX),,,,,,,,,,,,,,,,Mount Cinital,7.54936,122.41612,221.0,True,0.0366034081496247,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-zamboangapeninsularegionix.0.01.json,,,332019933,node,"{'ele': '221', 'gns:dsg': 'MT', 'gns:uni': '-3340424', 'is_in:state': 'Zamboanga del Sur', 'name': 'Mount Cinital', 'natural': 'peak', 'source': 'GNS'}",POINT (122.416389 7.549167),6.0,,keep_unique,663,190.9,mount cinital | zamboanga sibugay | region ix,,221,OpenStreetMap,,False,221.0,221.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
cleopatra needle_10.124_118.9952,Mount Cleopatra Needle,Cleopatra Needle,cleopatra needle,['Cleopatra Needle'],1593.0,original_elev,1568.0,existing_row_value,,missing,large,large,correct,1593.0,,,"10.1240239, 118.9952343",10.1240239,118.9952343,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,Cleopatra Needle,10.12389,118.99528,1602.0,True,0.015706916013601,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,Cleopatra Needle,1593.0,1568.0,10°7′26″N 118°59′41″E,0.0,['Palawan'],['Mimaropa'],Luzon,[],large,palawan.geojson,matched_repo_geojson,0.0,close_match,1568.0,repo_geojson,0.0,repo_geojson,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332021320,node,"{'ele': '1593', 'gns:dsg': 'MT', 'gns:uni': '-3340468', 'is_in:state': 'Palawan', 'name': 'Cleopatra Needle', 'natural': 'peak', 'source': 'GNS'}",POINT (118.9952343 10.1240239),26.0,,keep_unique,664,265.4,mount cleopatra needle | palawan | mimaropa,,1593,OpenStreetMap,,False,1593.0,1593.0,already_filled_or_original,kept existing elevation,0,3,0,3,39
coast hill_11.0833_119.3333,Coast Hill,Coast Hill,coast hill,[],19.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"11.083333, 119.333333",11.083333,119.333333,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332019188,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340493', 'is_in:state': 'Palawan', 'name': 'Coast Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (119.333333 11.083333),26.0,,keep_unique,665,140.0,coast hill | palawan | mimaropa,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
coconongon_12.2063_120.2168,Mount Coconongon,Mount Coconongon,coconongon,[],210.0,original_elev,,missing,,missing,small,small,correct,210.0,,,"12.2063185, 120.2168007",12.2063185,120.2168007,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,3286092618,node,"{'ele': '210', 'name': 'Mount Coconongon', 'natural': 'peak'}",POINT (120.2168007 12.2063185),,,keep_unique,666,139.9,mount coconongon | unassigned | unassigned,,210,OpenStreetMap,,False,210.0,210.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
codiapi_13.3833_122.5667,Mount Codiapi,Mount Codiapi,codiapi,[],318.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"13.383333, 122.566667",13.383333,122.566667,OpenStreetMap,Quezon,405600000.0,Region IV-A,Region IV-A  (CALABARZON),400000000.0,Luzon,Quezon,CALABARZON (Region IV-A),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-calabarzonregioniva.0.01.json,,,332021158,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340544', 'name': 'Mount Codiapi', 'natural': 'peak', 'source': 'GNS'}",POINT (122.566667 13.383333),52.0,,keep_unique,667,140.0,mount codiapi | quezon | region iv-a,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
cogon hill_8.7186_117.6108,Cogon Hill,Cogon Hill,cogon hill,[],580.0,original_elev,,missing,,missing,medium,medium,correct,580.0,,,"8.718611, 117.610833",8.718611,117.610833,OpenStreetMap,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332018900,node,"{'ele': '580', 'gns:dsg': 'HLL', 'gns:uni': '-3340612', 'is_in:state': 'Palawan', 'name': 'Cogon Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (117.610833 8.718611),26.0,,keep_unique,668,140.4,cogon hill | palawan | mimaropa,,580,OpenStreetMap,,False,580.0,580.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
cogon hill_6.7638_125.3623,Cogon Hill,Cogon Hill,cogon hill,[],617.0,peakvisor_missing_elev_enrichment,,missing,,missing,medium,medium,correct,,,,"6.7638207, 125.3622739",6.7638207,125.3622739,OpenStreetMap,Davao del Sur,1102400000.0,Region XI,Region XI (Davao Region),1100000000.0,Mindanao,Davao del Sur,Davao Region (Region XI),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-davaoregionregionxi.0.01.json,,,332018920,node,"{'name': 'Cogon Hill', 'natural': 'peak'}",POINT (125.3622739 6.7638207),41.0,,keep_unique,669,140.0,cogon hill | davao del sur | region xi,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
cogran_12.4_123.4167,Mount Cogran,Mount Cogran,cogran,[],311.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"12.4, 123.416667",12.4,123.416667,OpenStreetMap,Masbate,504100000.0,Region V,Region V  (Bicol Region),500000000.0,Luzon,Masbate,Bicol Region (Region V),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-bicolregionregionv.0.01.json,,,332019451,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340626', 'is_in:state': 'Masbate', 'name': 'Mount Cogran', 'natural': 'peak', 'source': 'GNS'}",POINT (123.416667 12.4),47.0,,keep_unique,670,140.0,mount cogran | masbate | region v,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
cogton_9.9523_124.4843,Mount Cogton,Mount Cogton,cogton,[],410.0,original_elev,,missing,,missing,small,small,correct,410.0,,,"9.9522539, 124.4842577",9.9522539,124.4842577,OpenStreetMap,Bohol,701200000.0,Region VII,Region VII  (Central Visayas),700000000.0,Visayas,Bohol,Central Visayas (Region VII),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralvisayasregionvii.0.01.json,,,332021444,node,"{'ele': '410', 'gns:dsg': 'MT', 'gns:uni': '-3340628', 'is_in:state': 'Bohol', 'name': 'Mount Cogton', 'natural': 'peak', 'source': 'GNS'}",POINT (124.4842577 9.9522539),58.0,,keep_unique,671,140.4,mount cogton | bohol | region vii,,410,OpenStreetMap,,False,410.0,410.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
colagsing hill_6.6275_125.4268,Colagsing Hill,Colagsing Hill,colagsing hill,[],90.0,original_elev,,missing,,missing,small,small,correct,90.0,,,"6.6274591, 125.4268435",6.6274591,125.4268435,OpenStreetMap,Unassigned,,Unassigned,Unassigned,,Unassigned,,,Coordinate exists but did not match province boundary,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,,,,332020852,node,"{'ele': '90', 'name': 'Colagsing Hill', 'natural': 'peak', 'old_name': 'Kulasing Hill', 'source:name': 'GNS'}",POINT (125.4268435 6.6274591),,,keep_unique,672,139.9,colagsing hill | unassigned | unassigned,,90,OpenStreetMap,,False,90.0,90.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
colasi hill_12.3_121.9333,Colasi Hill,Colasi Hill,colasi hill,[],111.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"12.3, 121.933333",12.3,121.933333,OpenStreetMap,Romblon,1705900000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Romblon,MIMAROPA (Region IV-B),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,,332019434,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340666', 'is_in:state': 'Romblon', 'name': 'Colasi Hill', 'natural': 'peak', 'source': 'GNS'}",POINT (121.933333 12.3),27.0,,keep_unique,673,140.0,colasi hill | romblon | mimaropa,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
colau hill_10.8167_122.6833,Colau Hill,Colau Hill,colau hill,[],61.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"10.816667, 122.683333",10.816667,122.683333,OpenStreetMap,Iloilo,603000000.0,Region VI,Region VI  (Western Visayas),600000000.0,Visayas,Iloilo,Western Visayas (Region VI),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-westernvisayasregionvi.0.01.json,,,332021164,node,"{'gns:dsg': 'HLL', 'gns:uni': '-3340678', 'is_in:state': 'Iloilo', 'name': 'Colau Hill', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q30474029'}",POINT (122.683333 10.816667),66.0,,keep_unique,674,140.0,colau hill | iloilo | region vi,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
compananan_14.7355_121.2344,Mount Compananan,Mount Compananan,compananan,[],510.0,original_elev,,missing,,missing,medium,medium,correct,510.0,,,"14.7355017, 121.234416",14.7355017,121.234416,OpenStreetMap,Rizal,405800000.0,Region IV-A,Region IV-A  (CALABARZON),400000000.0,Luzon,Rizal,CALABARZON (Region IV-A),,,,,,,,,,,,,,,,Mount Compananan,14.7353,121.2344,542.0,True,0.0224939195082058,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-calabarzonregioniva.0.01.json,,,332021432,node,"{'ele': '510', 'name': 'Mount Compananan', 'natural': 'peak', 'source:name': 'GNS', 'wikidata': 'Q31496336'}",POINT (121.234416 14.7355017),53.0,,keep_unique,675,190.9,mount compananan | rizal | region iv-a,,510,OpenStreetMap,,False,510.0,510.0,already_filled_or_original,kept existing elevation,0,3,0,0,30
conduyson_12.1667_124.6667,Mount Conduyson,Mount Conduyson,conduyson,[],207.0,peakvisor_missing_elev_enrichment,,missing,,missing,small,small,correct,,,,"12.166667, 124.666667",12.166667,124.666667,OpenStreetMap,Samar,806000000.0,Region VIII,Region VIII  (Eastern Visayas),800000000.0,Visayas,Samar,Eastern Visayas (Region VIII),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-easternvisayasregionviii.0.01.json,,,332021161,node,"{'gns:dsg': 'MT', 'gns:uni': '-3340940', 'is_in:city': 'Calbayog City', 'name': 'Mount Conduyson', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q31496318'}",POINT (124.666667 12.166667),73.0,,keep_unique,676,140.0,mount conduyson | samar | region viii,,,OpenStreetMap,,False,,,missing,no safe elevation source,0,0,0,0,0
cone hill_17.8807_121.9514,Cone Hill,Cone Hill,cone hill,[],220.0,original_elev,,missing,,missing,small,small,correct,220.0,,,"17.8807293, 121.9513733",17.8807293,121.9513733,OpenStreetMap,Cagayan,201500000.0,Region II,Region II (Cagayan Valley),200000000.0,Luzon,Cagayan,Cagayan Valley (Region II),,,,,,,,,,,,,,,,,,,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cagayanvalleyregionii.0.01.json,,,332021503,node,"{'ele': '220', 'name': 'Cone Hill', 'natural': 'peak', 'source:name': 'GNS', 'wikidata': 'Q30473969'}",POINT (121.9513733 17.8807293),19.0,,keep_unique,677,140.4,cone hill | cagayan | region ii,,220,OpenStreetMap,,False,220.0,220.0,already_filled_or_original,kept existing elevation,0,0,0,0,0
