mountain_id,name,name_original,name_clean,alt_names,elev_final_m,elev_final_source,marker_size,expected_marker_size,marker_size_check,elev,prom,peakvisor_elev_m,peakvisor_prom_m,peakvisor_elev_source_unit,peakvisor_prom_source_unit,peakvisor_elev_difference_m,peakvisor_elev_validation_flag,repo_name,repo_elev,repo_prom,repo_coord,repo_is_volc,repo_prov,repo_region,repo_isl_grp,repo_alt_names,repo_marker_size,repo_source_file,repo_match_status,repo_elev_difference,repo_elev_validation_flag,prom_enriched,prom_enrichment_source,is_volc_enriched,is_volc_enrichment_source,coord,lat,lon,coord_source,lat_quickmap,lon_quickmap,peakvisor_lat,peakvisor_lon,prov,prov_psgc_code,region,region_name,region_code,isl_grp,prov_gis_original,region_gis_original,admin_note,is_volc,has_volcano_info,volcano_sentence,has_trail_info,trail_sentence,peakvisor_location_text,peakvisor_about_text,source,source_file,data_quality_notes,quickmap_match,quickmap_distance_km,quickmap_validation_note,quickmap_status,quickmap_confidence,priority_group,detail_scrape_status,url_source,detail_url,detail_url_peakvisor,osm_id,osm_type,osm_tags,geometry,index_right,peak_key,elev_raw,source.1,name_quickmap,elev_quickmap,peakvisor_name,best_group_elev,elev_filled_from_same_mountain,elev_after_same_mountain_fill,elev_after_external_fill,elev_external_source,elev_external_note,prom_final_m,is_volc_final,prom_final_source,is_volc_final_source,duplicate_donor_score,quickmap_score_attr,peakvisor_score_attr,repo_score_attr,attr_donor_score,dedup_original_index,dedup_row_score,dedup_group_id,dedup_action
lunas_10.2543_124.9152,Mount Lunas,Mount Lunas,lunas,[],698.0,original_elev,medium,medium,correct,698.0,,,,,,,,Mount Lunas,695.0,556.0,10°15′15″N 124°54′55″E,,['Southern Leyte'],['Region VIII'],Visayas,[],medium,southern_leyte.geojson,matched_repo_geojson,-3.0,close_match,556.0,repo_geojson,,missing,"10.2542869, 124.9151755",10.2542869,124.9151755,OpenStreetMap,10.7993,124.8174,,,Southern Leyte,806400000.0,Region VIII,Region VIII  (Eastern Visayas),800000000.0,Visayas,Southern Leyte,Eastern Visayas (Region VIII),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-easternvisayasregionviii.0.01.json,,True,61.538145579394936,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020379,node,"{'ele': '698', 'ele:local': '695', 'ele:source': 'SRTM', 'gns:dsg': 'MT', 'gns:uni': '-3355870', 'is_in:province': 'SLE', 'name': 'Mount Lunas', 'natural': 'peak', 'source': 'GNS'}",POINT (124.9151755 10.2542869),74.0,mount lunas | southern leyte | region viii,698,OpenStreetMap,Mount Lunas,1175.0,,,False,698.0,698.0,already_filled_or_original,kept existing elevation,556.0,,existing_row_value,missing,0,1,0,3,19,1295,195.2,dedup_00032,drop_duplicate
lunas_10.2543_124.9152,Mount Lunas,Mount Lunas,lunas,[],698.0,original_elev,medium,medium,correct,698.0,,,,,,,,Mount Lunas,695.0,556.0,10°15′15″N 124°54′55″E,,['Southern Leyte'],['Region VIII'],Visayas,[],medium,southern_leyte.geojson,matched_repo_geojson,-3.0,close_match,556.0,repo_geojson,,missing,"10.2542869, 124.9151755",10.2542869,124.9151755,OpenStreetMap,12.2903,122.0359,,,Southern Leyte,806400000.0,Region VIII,Region VIII  (Eastern Visayas),800000000.0,Visayas,Southern Leyte,Eastern Visayas (Region VIII),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-easternvisayasregionviii.0.01.json,,True,387.0767099411361,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020379,node,"{'ele': '698', 'ele:local': '695', 'ele:source': 'SRTM', 'gns:dsg': 'MT', 'gns:uni': '-3355870', 'is_in:province': 'SLE', 'name': 'Mount Lunas', 'natural': 'peak', 'source': 'GNS'}",POINT (124.9151755 10.2542869),74.0,mount lunas | southern leyte | region viii,698,OpenStreetMap,Mount Lunas,422.0,,,False,698.0,698.0,already_filled_or_original,kept existing elevation,556.0,,existing_row_value,missing,0,1,0,3,19,1297,195.2,dedup_00032,drop_duplicate
lunas_12.2912_122.0354,Mount Lunas,Mount Lunas,lunas,[],422.0,original_elev,small,small,correct,422.0,,,,,,,,Mount Lunas,695.0,556.0,10°15′15″N 124°54′55″E,,['Southern Leyte'],['Region VIII'],Visayas,[],medium,southern_leyte.geojson,matched_repo_geojson,273.0,needs_review,556.0,repo_geojson,,missing,"12.2911524, 122.035352",12.2911524,122.035352,OpenStreetMap,10.7993,124.8174,,,Romblon,1705900000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Romblon,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,345.50778409439374,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020807,node,"{'ele': '422', 'gns:dsg': 'MT', 'gns:uni': '-3355872', 'is_in:state': 'Romblon', 'name': 'Mount Lunas', 'natural': 'peak', 'source': 'GNS'}",POINT (122.035352 12.2911524),27.0,mount lunas | romblon | mimaropa,422,OpenStreetMap,Mount Lunas,1175.0,,,False,422.0,422.0,already_filled_or_original,kept existing elevation,556.0,,existing_row_value,missing,0,1,0,1,13,1298,195.2,dedup_00033,drop_duplicate
lunas_12.2912_122.0354,Mount Lunas,Mount Lunas,lunas,[],422.0,original_elev,small,small,correct,422.0,,,,,,,,Mount Lunas,695.0,556.0,10°15′15″N 124°54′55″E,,['Southern Leyte'],['Region VIII'],Visayas,[],medium,southern_leyte.geojson,matched_repo_geojson,273.0,needs_review,556.0,repo_geojson,,missing,"12.2911524, 122.035352",12.2911524,122.035352,OpenStreetMap,10.25472,124.91583,,,Romblon,1705900000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Romblon,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,387.20976167659205,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020807,node,"{'ele': '422', 'gns:dsg': 'MT', 'gns:uni': '-3355872', 'is_in:state': 'Romblon', 'name': 'Mount Lunas', 'natural': 'peak', 'source': 'GNS'}",POINT (122.035352 12.2911524),27.0,mount lunas | romblon | mimaropa,422,OpenStreetMap,Mount Lunas,729.0,,,False,422.0,422.0,already_filled_or_original,kept existing elevation,556.0,,existing_row_value,missing,0,1,0,1,13,1299,195.2,dedup_00033,drop_duplicate
lungod_17.6494_121.1856,Mount Lungod,Mount Lungod,lungod,[],1902.0,original_elev,large,large,correct,1902.0,,,,,,,,Mount Lungod,1919.0,424.0,17°39′3″N 121°11′9″E,,['Apayao' 'Kalinga'],['CAR'],Luzon,[],large,apayao.geojson,matched_repo_geojson,17.0,close_match,424.0,repo_geojson,,missing,"17.649444, 121.185556",17.649444,121.185556,OpenStreetMap,17.6498,121.1863,,,Kalinga,1403200000.0,CAR,Cordillera Administrative Region  (CAR),1400000000.0,Luzon,Kalinga,Cordillera Administrative Region (CAR),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cordilleraadministrativeregioncar.0.01.json,,True,0.0882152796071726,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,332020620,node,"{'ele': '1902', 'gns:dsg': 'MT', 'gns:uni': '-3355901', 'is_in:state': 'Kalinga-Apayao', 'name': 'Mount Lungod', 'natural': 'peak', 'source': 'GNS'}",POINT (121.185556 17.649444),11.0,mount lungod | kalinga | car,1902,OpenStreetMap,Mount Lungod,1912.0,,,False,1902.0,1902.0,already_filled_or_original,kept existing elevation,424.0,,existing_row_value,missing,0,3,0,3,39,1304,240.2,dedup_00034,drop_duplicate
mangabon_8.5993_125.0979,Mount Mangabon,Mount Mangabon,mangabon,[],2510.0,original_elev,large,large,correct,2510.0,,2510.0,1833.0,m_from_title,m_from_about,0.0,close_match,Mount Mangabon,2510.0,1300.0,8°35′54″N 125°5′51″E,,['Misamis Oriental' 'Bukidnon'],['Region X'],Mindanao,[],large,bukidnon.geojson,matched_repo_geojson,0.0,close_match,1300.0,repo_geojson,,missing,"8.5993056, 125.0978929",8.5993056,125.0978929,OpenStreetMap,8.60528,125.10861,8.598333,125.097607,Misamis Oriental,1004300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Misamis Oriental,Northern Mindanao (Region X),,,False,,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 1 833 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,Philippines Misamis Oriental Bukidnon,Mount Mangabon (2 510m/8 235ft a.s.l.) is a mountain in Philippines . The prominence is 1 833m/6 014ft.,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,True,1.3526534855819805,QuickMap match: coordinate close,Validated by QuickMap,High confidence,large,scraped_with_keywords,slug_guess,,https://peakvisor.com/peak/mount-mangabon.html,332019722,node,"{'ele': '2510', 'gns:dsg': 'MT', 'gns:uni': '-3359767', 'is_in:state': 'Misamis Oriental', 'name': 'Mount Mangabon', 'natural': 'peak', 'source': 'GNS'}",POINT (125.0978929 8.5993056),38.0,mount mangabon | misamis oriental | region x,2510,OpenStreetMap,Mount Mangabon,2510.0,,,False,2510.0,2510.0,already_filled_or_original,kept existing elevation,1300.0,,existing_row_value,missing,0,3,3,3,54,1453,251.9,dedup_00035,drop_duplicate
maranat_7.7756_124.5592,Mount Maranat,Mount Maranat,maranat,[],1858.0,original_elev,large,large,correct,1858.0,,,,,,,,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,"7.775556, 124.559167",7.775556,124.559167,OpenStreetMap,14.86147,121.20207,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,868.6776928422681,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332021193,node,"{'ele': '1858', 'gns:dsg': 'MT', 'gns:uni': '-3360730', 'is_in:state': 'Lanao del Sur', 'name': 'Mount Maranat', 'natural': 'peak', 'source': 'GNS'}",POINT (124.559167 7.775556),29.0,mount maranat | lanao del sur | barmm,1858,OpenStreetMap,Mount Maranat,845.0,,,False,1858.0,1858.0,already_filled_or_original,kept existing elevation,,,missing,missing,0,1,0,0,10,1501,145.9,dedup_00036,drop_duplicate
maranat_14.8556_121.2021,Mount Maranat,Mount Maranat,maranat,[],830.0,original_elev,medium,medium,correct,830.0,,,,,,,,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,"14.8555847, 121.2021316",14.8555847,121.2021316,OpenStreetMap,7.77369,124.56616,,,Bulacan,301400000.0,Region III,Region III (Central Luzon),300000000.0,Luzon,Bulacan,Central Luzon (Region III),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralluzonregioniii.0.01.json,,True,868.5929690290656,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020788,node,"{'ele': '830', 'name': 'Mount Maranat', 'natural': 'peak', 'source:name': 'GNS'}",POINT (121.2021316 14.8555847),77.0,mount maranat | bulacan | region iii,830,OpenStreetMap,Mount Maranat,1858.0,,,False,830.0,830.0,already_filled_or_original,kept existing elevation,,,missing,missing,0,1,0,0,10,1502,145.9,dedup_00037,drop_duplicate
matanal_6.6172_122.3014,Mount Matanal,Mount Matanal,matanal,[],613.0,original_elev,medium,medium,correct,613.0,,,,,,,,Mount Matanal,611.0,519.0,6°37′1″N 122°18′5″E,,['Basilan'],['BARMM'],Mindanao,[],medium,basilan.geojson,matched_repo_geojson,-2.0,close_match,519.0,repo_geojson,,missing,"6.6172225, 122.3013879",6.6172225,122.3013879,OpenStreetMap,6.61699,122.30195,,,Basilan,1900700000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Basilan,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,0.0672538257476545,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,332019710,node,"{'ele': '613', 'ele:local': '611', 'ele:source': 'SRTM', 'gns:dsg': 'MT', 'gns:uni': '-3361534', 'is_in:municipality': 'Hadji Mohammad Ajul', 'is_in:province': 'BAS', 'name': 'Mount Matanal', 'natural': 'peak', 'source': 'GNS'}",POINT (122.3013879 6.6172225),28.0,mount matanal | basilan | barmm,613,OpenStreetMap,Mount Matanal,611.0,,,False,613.0,613.0,already_filled_or_original,kept existing elevation,519.0,,existing_row_value,missing,0,3,0,3,39,1541,240.2,dedup_00038,drop_duplicate
negron_15.0929_120.3681,Mount Negron,Mount Negron,negron,[],1580.0,original_elev,large,large,correct,1580.0,,,,,,,,Mount Negron,1583.0,1151.0,15°5′34″N 120°22′7″E,,['Pampanga' 'Zambales'],['Region III'],Luzon,[],large,zambales.geojson,matched_repo_geojson,3.0,close_match,1151.0,repo_geojson,,missing,"15.0928842, 120.3680854",15.0928842,120.3680854,OpenStreetMap,15.09425,120.36729,,,Zambales,307100000.0,Region III,Region III (Central Luzon),300000000.0,Luzon,Zambales,Central Luzon (Region III),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-centralluzonregioniii.0.01.json,,True,0.1742312199631996,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,332020692,node,"{'ele': '1580', 'name': 'Mount Negron', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q30469431', 'wikipedia': 'en:Mount Negron'}",POINT (120.3680854 15.0928842),81.0,mount negron | zambales | region iii,1580,OpenStreetMap,Mount Negron,1583.0,,,False,1580.0,1580.0,already_filled_or_original,kept existing elevation,1151.0,,existing_row_value,missing,0,3,0,3,39,1719,240.2,dedup_00039,drop_duplicate
oten_16.7471_120.6209,Mount Oten,Mount Oten,oten,[],1891.0,original_elev,large,large,correct,1891.0,,,,,,,,,,,,,,,,,,,not_found_in_repo_geojson,,no_repo_elevation,,missing,,missing,"16.7470988, 120.6209028",16.7470988,120.6209028,OpenStreetMap,,,,,Benguet,1401100000.0,CAR,Cordillera Administrative Region  (CAR),1400000000.0,Luzon,Benguet,Cordillera Administrative Region (CAR),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cordilleraadministrativeregioncar.0.01.json,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,5981329771,node,"{'ele': '1891', 'name': 'Mount Oten', 'name:etymology:wikidata': 'Q17271870', 'natural': 'peak', 'source': 'Schadow1 Expeditions'}",POINT (120.6209028 16.7470988),9.0,mount oten | benguet | car,1891,OpenStreetMap,,,,,False,1891.0,1891.0,already_filled_or_original,kept existing elevation,,,missing,missing,0,0,0,0,0,1772,140.4,dedup_00040,drop_duplicate
pamalihi_8.6275_125.0609,Mount Pamalihi,Mount Pamalihi,pamalihi,[],2041.0,peakvisor_missing_elev_enrichment,large,large,correct,,,,,,,,,Mount Pamalihi,2041.0,361.0,8°37′38″N 125°3′39″E,,['Misamis Oriental'],['Region X'],Mindanao,[],large,misamis_oriental.geojson,matched_repo_geojson,,no_original_elevation,361.0,repo_geojson,,missing,"8.6275247, 125.0609054",8.6275247,125.0609054,OpenStreetMap,,,,,Misamis Oriental,1004300000.0,Region X,Region X  (Northern Mindanao),1000000000.0,Mindanao,Misamis Oriental,Northern Mindanao (Region X),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-northernmindanaoregionx.0.01.json,,False,,Not found in QuickMap/GeoNames,Not found in QuickMap,No QuickMap match,,,,,,332018986,node,"{'gns:dsg': 'MT', 'gns:uni': '-3367135', 'is_in:state': 'Misamis Oriental', 'name': 'Mount Pamalihi', 'natural': 'peak', 'source': 'GNS'}",POINT (125.0609054 8.6275247),38.0,mount pamalihi | misamis oriental | region x,,OpenStreetMap,,,,,False,,,missing,no safe elevation source,361.0,,existing_row_value,missing,0,0,0,1,3,1808,189.2,dedup_00041,drop_duplicate
pao_16.4403_120.8165,Mount Pao,Mount Pao,pao,[],1441.0,original_elev,medium,medium,correct,1441.0,,1323.0,409.0,m_from_title,m_from_about,-118.0,needs_review,Mount Pao,1315.0,401.0,18°24′44″N 120°52′28″E,,['Ilocos Norte'],['Region I'],Luzon,[],medium,ilocos_norte.geojson,matched_repo_geojson,-126.0,needs_review,401.0,repo_geojson,,missing,"16.440285, 120.8164656",16.440285,120.8164656,OpenStreetMap,18.4151,120.87348,18.412114,120.874482,Benguet,1401100000.0,CAR,Cordillera Administrative Region  (CAR),1400000000.0,Luzon,Benguet,Cordillera Administrative Region (CAR),,,False,,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 409 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,Philippines Ilocos Norte,Mount Pao (1 323m/4 341ft a.s.l.) is a mountain in Philippines . The prominence is 409m/1 342ft.,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-cordilleraadministrativeregioncar.0.01.json,,True,219.6726895911696,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,medium,scraped_with_keywords,slug_guess,,https://peakvisor.com/peak/mount-pao.html,4426312189,node,"{'ele': '1441', 'name': 'Mount Pao', 'natural': 'peak', 'wikidata': 'Q31510881'}",POINT (120.8164656 16.440285),9.0,mount pao | benguet | car,1441,OpenStreetMap,Mount Pao,1323.0,,,False,1441.0,1441.0,already_filled_or_original,kept existing elevation,401.0,,existing_row_value,missing,0,1,1,1,18,1851,206.9,dedup_00042,drop_duplicate
pao_18.4123_120.874,Mount Pao,Mount Pao,pao,[],1315.0,original_elev,medium,medium,correct,1315.0,,1323.0,409.0,m_from_title,m_from_about,8.0,close_match,Mount Pao,1315.0,401.0,18°24′44″N 120°52′28″E,,['Ilocos Norte'],['Region I'],Luzon,[],medium,ilocos_norte.geojson,matched_repo_geojson,0.0,close_match,401.0,repo_geojson,,missing,"18.412344, 120.873996",18.412344,120.873996,OpenStreetMap,16.44,120.8167,18.412114,120.874482,Ilocos Norte,102800000.0,Region I,Region I  (Ilocos Region),100000000.0,Luzon,Ilocos Norte,Ilocos Region (Region I),,,False,,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 409 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,Philippines Ilocos Norte,Mount Pao (1 323m/4 341ft a.s.l.) is a mountain in Philippines . The prominence is 409m/1 342ft.,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-ilocosregionregioni.0.01.json,,True,219.39885822201288,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,medium,scraped_with_keywords,slug_guess,,https://peakvisor.com/peak/mount-pao.html,332020169,node,"{'ele': '1315', 'gns:dsg': 'MT', 'gns:uni': '-3368427', 'is_in:state': 'Ilocos Norte', 'name': 'Mount Pao', 'natural': 'peak', 'source': 'GNS'}",POINT (120.873996 18.412344),0.0,mount pao | ilocos norte | region i,1315,OpenStreetMap,Mount Pao,1444.0,,,False,1315.0,1315.0,already_filled_or_original,kept existing elevation,401.0,,existing_row_value,missing,0,1,3,3,34,1852,206.9,dedup_00043,drop_duplicate
pico de loro_18.5139_120.8868,Mount Pico de Loro,Mount Pico de Loro,pico de loro,[],1350.0,original_elev,medium,medium,correct,1350.0,,1300.0,925.0,m_from_title,m_from_about,-50.0,minor_difference,Mount Pico de Loro,688.0,500.0,14°12′51″N 120°38′46″E,,['Cavite' 'Batangas'],['Region IV-A'],Luzon,[],medium,cavite.geojson,matched_repo_geojson,-662.0,needs_review,500.0,repo_geojson,,missing,"18.5139062, 120.8868109",18.5139062,120.8868109,OpenStreetMap,18.51391,120.88681,18.51128,120.884571,Ilocos Norte,102800000.0,Region I,Region I  (Ilocos Region),100000000.0,Luzon,Ilocos Norte,Ilocos Region (Region I),,,False,,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 925 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,Philippines Ilocos Norte Pagudpud,Pico de Loro (1 300m/4 265ft a.s.l.) is a mountain in Philippines . The prominence is 925m/3 035ft.,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-ilocosregionregioni.0.01.json,,True,0.0004330657547896,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,medium,scraped_with_keywords,slug_guess,,https://peakvisor.com/peak/mount-pico-de-loro.html,332021741,node,"{'ele': '1350', 'gns:dsg': 'MT', 'gns:uni': '-3369585', 'is_in:state': 'Ilocos Norte', 'name': 'Mount Pico de Loro', 'natural': 'peak', 'source': 'GNS'}",POINT (120.8868109 18.5139062),0.0,mount pico de loro | ilocos norte | region i,1350,OpenStreetMap,Pico de Loro,1350.0,,,False,1350.0,1350.0,already_filled_or_original,kept existing elevation,500.0,,existing_row_value,missing,0,3,2,1,43,1897,251.9,dedup_00044,drop_duplicate
pico de loro_18.5139_120.8868,Mount Pico de Loro,Mount Pico de Loro,pico de loro,[],1350.0,original_elev,medium,medium,correct,1350.0,,1300.0,925.0,m_from_title,m_from_about,-50.0,minor_difference,Mount Pico de Loro,1350.0,975.0,18°30′58″N 120°53′15″E,,['Ilocos Norte'],['Region I'],Luzon,[],medium,ilocos_norte.geojson,matched_repo_geojson,0.0,close_match,975.0,repo_geojson,,missing,"18.5139062, 120.8868109",18.5139062,120.8868109,OpenStreetMap,18.51391,120.88681,18.51128,120.884571,Ilocos Norte,102800000.0,Region I,Region I  (Ilocos Region),100000000.0,Luzon,Ilocos Norte,Ilocos Region (Region I),,,False,,True,Accept Reject PeakVisor Panorama 3D Hiking Map 3D Ski Map 3D Panorama 3D Import Photo Get PeakVisor App Sign In Search by GPS coordinates Teleport Latitude N S ° ' '' Longitude E W ° ' '' Units of Length m/km ft/mi Temperature ℃ ℉ Silhouettes Color [ Shift + C ] Hiking Map Hiking Map 3D Ski Map Ski Map 3D Panorama 3D Search by GPS coordinates Sign In Contact us GPS coordinates Settings Enter your name for confirmation: Yes Cancel ❤ Wishlist × Choose Delete Share × Copy Link Copy Coordinates Send to device Export to Garmin Export to Suunto Available for connected Garmin and Suunto accounts. 925 m Prominence Peak’s prominence is the least vertical to be covered to get from the summit to any other higher terrain.,Philippines Ilocos Norte Pagudpud,Pico de Loro (1 300m/4 265ft a.s.l.) is a mountain in Philippines . The prominence is 925m/3 035ft.,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-ilocosregionregioni.0.01.json,,True,0.0004330657547896,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,medium,scraped_with_keywords,slug_guess,,https://peakvisor.com/peak/mount-pico-de-loro.html,332021741,node,"{'ele': '1350', 'gns:dsg': 'MT', 'gns:uni': '-3369585', 'is_in:state': 'Ilocos Norte', 'name': 'Mount Pico de Loro', 'natural': 'peak', 'source': 'GNS'}",POINT (120.8868109 18.5139062),0.0,mount pico de loro | ilocos norte | region i,1350,OpenStreetMap,Pico de Loro,1350.0,,,False,1350.0,1350.0,already_filled_or_original,kept existing elevation,975.0,,existing_row_value,missing,0,3,2,3,49,1898,251.9,dedup_00044,drop_duplicate
