mountain_id,name,name_original,name_clean,alt_names,elev_final_m,elev_final_source,marker_size,expected_marker_size,marker_size_check,elev,prom,peakvisor_elev_m,peakvisor_prom_m,peakvisor_elev_source_unit,peakvisor_prom_source_unit,peakvisor_elev_difference_m,peakvisor_elev_validation_flag,repo_name,repo_elev,repo_prom,repo_coord,repo_is_volc,repo_prov,repo_region,repo_isl_grp,repo_alt_names,repo_marker_size,repo_source_file,repo_match_status,repo_elev_difference,repo_elev_validation_flag,prom_enriched,prom_enrichment_source,is_volc_enriched,is_volc_enrichment_source,coord,lat,lon,coord_source,lat_quickmap,lon_quickmap,peakvisor_lat,peakvisor_lon,prov,prov_psgc_code,region,region_name,region_code,isl_grp,prov_gis_original,region_gis_original,admin_note,is_volc,has_volcano_info,volcano_sentence,has_trail_info,trail_sentence,peakvisor_location_text,peakvisor_about_text,source,source_file,data_quality_notes,quickmap_match,quickmap_distance_km,quickmap_validation_note,quickmap_status,quickmap_confidence,priority_group,detail_scrape_status,url_source,detail_url,detail_url_peakvisor,osm_id,osm_type,osm_tags,geometry,index_right,peak_key,elev_raw,source.1,name_quickmap,elev_quickmap,peakvisor_name,best_group_elev,elev_filled_from_same_mountain,elev_after_same_mountain_fill,elev_after_external_fill,elev_external_source,elev_external_note,prom_final_m,is_volc_final,prom_final_source,is_volc_final_source,duplicate_donor_score,quickmap_score_attr,peakvisor_score_attr,repo_score_attr,attr_donor_score,dedup_original_index,dedup_row_score,dedup_group_id,dedup_action
saddle peak_5.7258_125.3811,Saddle Peak,Saddle Peak,saddle peak,[],1133.0,original_elev,medium,medium,correct,1133.0,,,,,,,,Saddle Peak,1133.0,537.0,5°43′28″N 125°22′56″E,,['Sarangani'],['Region XII'],Mindanao,[],medium,sarangani.geojson,matched_repo_geojson,0.0,close_match,537.0,repo_geojson,,missing,"5.725833, 125.381111",5.725833,125.381111,OpenStreetMap,13.77,123.6601,,,Sarangani,1208000000.0,Region XII,Region XII (SOCCSKSARGEN),1200000000.0,Mindanao,Sarangani,SOCCSKSARGEN (Region XII),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-soccsksargenregionxii.0.01.json,,True,914.1037305306534,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332020966,node,"{'ele': '1133', 'gns:dsg': 'MT', 'gns:uni': '-3372970', 'is_in:state': 'Sarangani', 'name': 'Saddle Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (125.381111 5.725833),55.0,saddle peak | sarangani | region xii,1133,OpenStreetMap,Saddle Peak,1033.0,,,False,1133.0,1133.0,already_filled_or_original,kept existing elevation,537.0,,existing_row_value,missing,0,1,0,3,19,2060,195.2,dedup_00052,drop_duplicate
saddle peak_13.7708_123.66,Saddle Peak,Saddle Peak,saddle peak,[],718.0,original_elev,medium,medium,correct,718.0,,,,,,,,Saddle Peak,1010.0,807.0,13°46′11″N 123°39′35″E,,['Camarines Sur'],['Region V'],Luzon,[],medium,camarines_sur.geojson,matched_repo_geojson,292.0,needs_review,807.0,repo_geojson,,missing,"13.770833, 123.66",13.770833,123.66,OpenStreetMap,13.77,123.6601,,,Camarines Sur,501700000.0,Region V,Region V  (Bicol Region),500000000.0,Luzon,Camarines Sur,Bicol Region (Region V),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-bicolregionregionv.0.01.json,,True,0.0932528684924947,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,332021639,node,"{'ele': '718', 'gns:dsg': 'MT', 'gns:uni': '-3372971', 'is_in:state': 'Camarines Sur', 'name': 'Saddle Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (123.66 13.770833),45.0,saddle peak | camarines sur | region v,718,OpenStreetMap,Saddle Peak,1033.0,,,False,718.0,718.0,already_filled_or_original,kept existing elevation,807.0,,existing_row_value,missing,0,3,0,1,33,2063,240.2,dedup_00053,drop_duplicate
saddle peak_13.7708_123.66,Saddle Peak,Saddle Peak,saddle peak,[],718.0,original_elev,medium,medium,correct,718.0,,,,,,,,Saddle Peak,1133.0,537.0,5°43′28″N 125°22′56″E,,['Sarangani'],['Region XII'],Mindanao,[],medium,sarangani.geojson,matched_repo_geojson,415.0,needs_review,537.0,repo_geojson,,missing,"13.770833, 123.66",13.770833,123.66,OpenStreetMap,5.72583,125.38111,,,Camarines Sur,501700000.0,Region V,Region V  (Bicol Region),500000000.0,Luzon,Camarines Sur,Bicol Region (Region V),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-bicolregionregionv.0.01.json,,True,914.1968716348896,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332021639,node,"{'ele': '718', 'gns:dsg': 'MT', 'gns:uni': '-3372971', 'is_in:state': 'Camarines Sur', 'name': 'Saddle Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (123.66 13.770833),45.0,saddle peak | camarines sur | region v,718,OpenStreetMap,Saddle Peak,1133.0,,,False,718.0,718.0,already_filled_or_original,kept existing elevation,537.0,,existing_row_value,missing,0,1,0,1,13,2062,195.2,dedup_00053,drop_duplicate
saddle peak_13.7708_123.66,Saddle Peak,Saddle Peak,saddle peak,[],718.0,original_elev,medium,medium,correct,718.0,,,,,,,,Saddle Peak,1010.0,807.0,13°46′11″N 123°39′35″E,,['Camarines Sur'],['Region V'],Luzon,[],medium,camarines_sur.geojson,matched_repo_geojson,292.0,needs_review,807.0,repo_geojson,,missing,"13.770833, 123.66",13.770833,123.66,OpenStreetMap,5.72583,125.38111,,,Camarines Sur,501700000.0,Region V,Region V  (Bicol Region),500000000.0,Luzon,Camarines Sur,Bicol Region (Region V),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-bicolregionregionv.0.01.json,,True,914.1968716348896,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332021639,node,"{'ele': '718', 'gns:dsg': 'MT', 'gns:uni': '-3372971', 'is_in:state': 'Camarines Sur', 'name': 'Saddle Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (123.66 13.770833),45.0,saddle peak | camarines sur | region v,718,OpenStreetMap,Saddle Peak,1133.0,,,False,718.0,718.0,already_filled_or_original,kept existing elevation,807.0,,existing_row_value,missing,0,1,0,1,13,2061,195.2,dedup_00053,drop_duplicate
sembrano_14.3851_121.3659,Mount Sembrano,Mount Sembrano,sembrano,[],743.0,original_elev,medium,medium,correct,743.0,,,,,,,,Mount Sembrano,743.0,496.0,14°23′6″N 121°21′55″E,,['Laguna' 'Rizal'],['Region IV-A'],Luzon,[],medium,rizal.geojson,matched_repo_geojson,0.0,close_match,496.0,repo_geojson,,missing,"14.385076, 121.3659025",14.385076,121.3659025,OpenStreetMap,14.3853,121.3655,,,Rizal,405800000.0,Region IV-A,Region IV-A  (CALABARZON),400000000.0,Luzon,Rizal,CALABARZON (Region IV-A),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-calabarzonregioniva.0.01.json,,True,0.0499985204565983,QuickMap match: coordinate very close,Validated by QuickMap,High confidence,,,,,,332018952,node,"{'ele': '743', 'gns:dsg': 'MT', 'gns:uni': '-3377775', 'name': 'Mount Sembrano', 'natural': 'peak', 'source': 'GNS', 'wikidata': 'Q6923558', 'wikimedia_commons': 'Category:Mount Sembrano', 'wikipedia': 'en:Mount Sembrano', 'wikipedia:en': 'Mount Sembrano'}",POINT (121.3659025 14.385076),53.0,mount sembrano | rizal | region iv-a,743,OpenStreetMap,Mount Sembrano,743.0,,,False,743.0,743.0,already_filled_or_original,kept existing elevation,496.0,,existing_row_value,missing,0,3,0,3,39,2137,240.2,dedup_00054,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,12.7815,124.0642,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,820.5208293128403,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,1047.0,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2144,195.2,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,13.6221,124.1331,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,878.3027061534448,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,585.0,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2146,195.2,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,11.18333,125.23333,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,866.2606080927542,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2147,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,10.16667,124.85,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,800.1956024202918,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2148,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,10.06667,119.13333,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,205.89830803520516,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2149,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,9.1949,122.9685,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,583.3335039094143,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2150,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,7.48333,124.18333,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,734.9305108719307,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2151,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,7.43611,122.25417,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,531.2833369313523,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2152,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,5.96667,125.51667,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,925.6992633543634,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2153,195.1,dedup_00055,drop_duplicate
sharp peak_8.9143_117.6638,Sharp Peak,Sharp Peak,sharp peak,[],775.0,original_elev,medium,medium,correct,775.0,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,-91.0,minor_difference,445.0,repo_geojson,,missing,"8.9142559, 117.6638135",8.9142559,117.6638135,OpenStreetMap,5.81667,125.5,,,Palawan,1705300000.0,MIMAROPA,MIMAROPA Region,1700000000.0,Luzon,Palawan,MIMAROPA (Region IV-B),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-mimaroparegionivb.0.01.json,,True,930.1551527057968,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332019313,node,"{'ele': '775', 'gns:dsg': 'MT', 'gns:uni': '-3377867', 'is_in:state': 'Palawan', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (117.6638135 8.9142559),26.0,sharp peak | palawan | mimaropa,775,OpenStreetMap,Sharp Peak,,,,False,775.0,775.0,already_filled_or_original,kept existing elevation,445.0,,existing_row_value,missing,0,1,0,2,16,2154,195.1,dedup_00055,drop_duplicate
sharp peak_7.4833_124.1833,Sharp Peak,Sharp Peak,sharp peak,[],,still_missing,unknown,unknown,correct,,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,,no_original_elevation,445.0,repo_geojson,,missing,"7.483333, 124.183333",7.483333,124.183333,OpenStreetMap,8.9138,117.6634,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,734.9646271850232,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332018961,node,"{'gns:dsg': 'MT', 'gns:uni': '-3377865', 'is_in:state': 'Maguindanao', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (124.183333 7.483333),29.0,sharp peak | lanao del sur | barmm,,OpenStreetMap,Sharp Peak,889.0,,,False,,,missing,no safe elevation source,445.0,,existing_row_value,missing,0,1,0,1,13,2156,94.6,dedup_00056,drop_duplicate
sharp peak_7.4833_124.1833,Sharp Peak,Sharp Peak,sharp peak,[],,still_missing,unknown,unknown,correct,,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,,no_original_elevation,445.0,repo_geojson,,missing,"7.483333, 124.183333",7.483333,124.183333,OpenStreetMap,12.7815,124.0642,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,589.2734850504045,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332018961,node,"{'gns:dsg': 'MT', 'gns:uni': '-3377865', 'is_in:state': 'Maguindanao', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (124.183333 7.483333),29.0,sharp peak | lanao del sur | barmm,,OpenStreetMap,Sharp Peak,1047.0,,,False,,,missing,no safe elevation source,445.0,,existing_row_value,missing,0,1,0,1,13,2155,94.6,dedup_00056,drop_duplicate
sharp peak_7.4833_124.1833,Sharp Peak,Sharp Peak,sharp peak,[],,still_missing,unknown,unknown,correct,,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,,no_original_elevation,445.0,repo_geojson,,missing,"7.483333, 124.183333",7.483333,124.183333,OpenStreetMap,13.6221,124.1331,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,682.621809514847,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332018961,node,"{'gns:dsg': 'MT', 'gns:uni': '-3377865', 'is_in:state': 'Maguindanao', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (124.183333 7.483333),29.0,sharp peak | lanao del sur | barmm,,OpenStreetMap,Sharp Peak,585.0,,,False,,,missing,no safe elevation source,445.0,,existing_row_value,missing,0,1,0,1,13,2157,94.6,dedup_00056,drop_duplicate
sharp peak_7.4833_124.1833,Sharp Peak,Sharp Peak,sharp peak,[],,still_missing,unknown,unknown,correct,,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,,no_original_elevation,445.0,repo_geojson,,missing,"7.483333, 124.183333",7.483333,124.183333,OpenStreetMap,11.18333,125.23333,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,427.241382324674,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332018961,node,"{'gns:dsg': 'MT', 'gns:uni': '-3377865', 'is_in:state': 'Maguindanao', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (124.183333 7.483333),29.0,sharp peak | lanao del sur | barmm,,OpenStreetMap,Sharp Peak,,,,False,,,missing,no safe elevation source,445.0,,existing_row_value,missing,0,1,0,1,13,2158,94.5,dedup_00056,drop_duplicate
sharp peak_7.4833_124.1833,Sharp Peak,Sharp Peak,sharp peak,[],,still_missing,unknown,unknown,correct,,,,,,,,,Sharp Peak,684.0,445.0,7°26′6″N 122°15′17″E,,['Zamboanga del Sur'],['Region IX'],Mindanao,[],medium,zamboanga_del_sur.geojson,matched_repo_geojson,,no_original_elevation,445.0,repo_geojson,,missing,"7.483333, 124.183333",7.483333,124.183333,OpenStreetMap,10.06667,119.13333,,,Lanao del Sur,1903600000.0,BARMM,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1900000000.0,Mindanao,Lanao del Sur,Autonomous Region of Muslim Mindanao (ARMM),,,,,,,,,OpenStreetMap,philippines-json-maps/2011/geojson/provinces/medres/provinces-region-autonomousregionofmuslimmindanaoarmm.0.01.json,,True,624.8496388639062,QuickMap match: coordinate differs; review,Review QuickMap coordinate mismatch,Low confidence - likely wrong name match,,,,,,332018961,node,"{'gns:dsg': 'MT', 'gns:uni': '-3377865', 'is_in:state': 'Maguindanao', 'name': 'Sharp Peak', 'natural': 'peak', 'source': 'GNS'}",POINT (124.183333 7.483333),29.0,sharp peak | lanao del sur | barmm,,OpenStreetMap,Sharp Peak,,,,False,,,missing,no safe elevation source,445.0,,existing_row_value,missing,0,1,0,1,13,2160,94.5,dedup_00056,drop_duplicate
